Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A857158,A857158,5/16/2022 10:21,May-22,5/12/2010,Euthanasia,Suffering,Dog,Intact Male,12 years,Dutch Shepherd Mix,Brown Brindle/White
A857055,,5/16/2022 11:49,May-22,5/11/2020,Transfer,Partner,Dog,Intact Female,2 years,Cairn Terrier,Tan
A857074,A857074,5/16/2022 12:53,May-22,5/11/2020,Return to Owner,,Dog,Neutered Male,2 years,Pit Bull,Tan/White
A857166,*Magnolia,5/16/2022 12:54,May-22,5/12/2019,Transfer,Partner,Dog,Intact Female,3 years,Border Collie/Cocker Spaniel,White/Tan
A857357,Buster Scoops,5/16/2022 13:21,May-22,3/16/2021,Return to Owner,,Dog,Intact Male,1 year,Pit Bull,White/Brown
A856898,*Nighthawk,5/16/2022 13:31,May-22,3/9/2022,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Black/White
A691061,Alex,5/16/2022 14:40,May-22,10/29/2013,Return to Owner,,Dog,Neutered Male,8 years,Pit Bull Mix,Brown Brindle/White
A857004,Coco,5/16/2022 14:41,May-22,5/10/2007,Return to Owner,Field,Dog,Intact Female,15 years,Chihuahua Shorthair Mix,Brown
A854108,Obsidian,5/16/2022 15:24,May-22,3/30/2020,Adoption,,Dog,Spayed Female,2 years,Chow Chow Mix,Black
A857137,A857137,5/16/2022 15:25,May-22,5/12/2018,Transfer,Partner,Dog,Intact Female,4 years,German Shepherd,Black/Buff
A857391,A857391,5/16/2022 16:05,May-22,12/16/2021,Transfer,Partner,Dog,Intact Male,4 months,Cocker Spaniel Mix,Black/White
A857392,A857392,5/16/2022 16:05,May-22,12/16/2021,Transfer,Partner,Dog,Intact Male,4 months,Dachshund Mix,Red/White
A857030,A857030,5/16/2022 16:06,May-22,1/11/2022,Transfer,Partner,Dog,Intact Male,4 months,German Shepherd Mix,Black Brindle
A857390,A857390,5/16/2022 16:06,May-22,12/16/2021,Transfer,Partner,Dog,Intact Male,4 months,Beagle Mix,Brown Brindle/White
A857200,A857200,5/16/2022 16:06,May-22,12/13/2021,Transfer,Partner,Dog,Intact Female,5 months,Pit Bull,Fawn/White
A857393,A857393,5/16/2022 16:07,May-22,12/16/2021,Transfer,Partner,Dog,Intact Female,4 months,Dachshund Longhair Mix,Red/White
A857394,A857394,5/16/2022 16:07,May-22,12/16/2021,Transfer,Partner,Dog,Intact Female,4 months,Dachshund Longhair Mix,Red/White
A857395,A857395,5/16/2022 16:08,May-22,12/16/2021,Transfer,Partner,Dog,Intact Male,4 months,Dachshund Longhair Mix,Red/White
A856881,*Martin,5/16/2022 16:55,May-22,2/22/2022,Adoption,,Dog,Neutered Male,2 months,American Bulldog Mix,Brown Brindle/White
A849027,Mariah,5/16/2022 17:03,May-22,12/31/2019,Adoption,,Dog,Spayed Female,2 years,German Shepherd/Border Collie,White/Tan
A856390,*Cloudywing,5/16/2022 17:29,May-22,3/2/2022,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A856894,Tonka,5/16/2022 17:34,May-22,3/9/2022,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Black/White
A854269,Baloo,5/16/2022 17:38,May-22,4/1/2020,Adoption,,Dog,Neutered Male,2 years,Pit Bull,Brown/White
A857011,Dandylion,5/16/2022 18:22,May-22,3/4/2022,Adoption,,Dog,Spayed Female,2 months,Border Collie Mix,Tricolor
A848741,*Spade,5/17/2022 9:17,May-22,6/27/2020,Adoption,Foster,Dog,Neutered Male,1 year,Pit Bull Mix,Black/White
A833569,Fendi,5/17/2022 11:57,May-22,5/3/2019,Return to Owner,,Dog,Spayed Female,3 years,American Pit Bull Terrier,White
A856338,A856338,5/17/2022 12:19,May-22,1/21/2022,Adoption,Foster,Dog,Neutered Male,3 months,Great Dane Mix,White/Black
A857238,A857238,5/17/2022 12:32,May-22,7/13/2021,Return to Owner,,Dog,Intact Female,10 months,Belgian Malinois Mix,Black/Brown
A736469,Star,5/17/2022 12:52,May-22,10/14/2007,Adoption,Foster,Dog,Spayed Female,14 years,Pit Bull Mix,Brown Brindle/White
A857255,*Tulip,5/17/2022 15:16,May-22,5/16/2021,Adoption,,Dog,Spayed Female,1 year,Border Collie Mix,Chocolate/White
A857072,Kira,5/17/2022 15:31,May-22,9/11/2021,Return to Owner,,Dog,Spayed Female,8 months,Chihuahua Shorthair,Brown
A856820,Sarabi,5/17/2022 15:56,May-22,12/23/2021,Adoption,,Dog,Spayed Female,4 months,Beagle Mix,Brown
A810342,Spike,5/17/2022 17:01,May-22,12/11/2017,Euthanasia,Aggressive,Dog,Intact Male,4 years,Alaskan Husky,Black/Gray
A799106,Bo,5/17/2022 17:02,May-22,5/17/2016,Return to Owner,,Dog,Neutered Male,6 years,Cairn Terrier,Black/White
A857559,Teddy,5/18/2022 0:00,May-22,5/18/2018,Return to Owner,Field,Dog,Neutered Male,4 years,Chow Chow Mix,Black
A851642,*Nila,5/18/2022 8:48,May-22,2/16/2021,Adoption,Foster,Dog,Spayed Female,1 year,Pit Bull,Blue
A857205,Indio,5/18/2022 11:10,May-22,5/13/2014,Adoption,,Dog,Neutered Male,8 years,Pekingese Mix,Buff
A857017,A857017,5/18/2022 11:20,May-22,5/11/2020,Transfer,Partner,Dog,Spayed Female,2 years,Cairn Terrier,Black/White
A810130,Peety,5/18/2022 11:27,May-22,12/7/2017,Rto-Adopt,,Dog,Neutered Male,4 years,Pit Bull Mix,Chocolate/White
A856894,Tonka,5/18/2022 12:19,May-22,3/9/2022,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Black/White
A856644,Frida,5/18/2022 13:09,May-22,12/5/2021,Rto-Adopt,,Dog,Spayed Female,5 months,Labrador Retriever,White
A846701,Charlie,5/18/2022 14:07,May-22,2/19/2013,Adoption,Foster,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Chocolate/White
A856322,*Luna,5/18/2022 14:09,May-22,5/2/2021,Adoption,Foster,Dog,Spayed Female,1 year,Labrador Retriever/German Shepherd,Brown
A854938,*Gerardo,5/18/2022 14:19,May-22,4/11/2020,Adoption,Foster,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White
A857216,A857216,5/18/2022 16:06,May-22,2/26/2022,Adoption,,Dog,Spayed Female,2 months,Pit Bull,White/Brown
A856896,Henny,5/18/2022 17:50,May-22,3/9/2022,Adoption,,Dog,Neutered Male,2 months,Australian Cattle Dog Mix,Tan/White
A857324,Chino,5/18/2022 18:05,May-22,1/1/2022,Return to Owner,,Dog,Intact Male,4 months,Chow Chow,White
A857145,,5/19/2022 12:37,May-22,5/12/2015,Transfer,Partner,Dog,Intact Female,7 years,Dachshund,Black/Tan
A857147,,5/19/2022 12:37,May-22,5/12/2017,Transfer,Partner,Dog,Intact Female,5 years,Cairn Terrier,White
A857519,Rocky,5/19/2022 13:31,May-22,6/19/2020,Return to Owner,,Dog,Intact Male,1 year,German Shepherd,Red/Black
A804232,Cookie,5/19/2022 13:55,May-22,9/12/2017,Adoption,Foster,Dog,Spayed Female,4 years,Great Pyrenees Mix,Tan/Black
A856891,*Sandpiper,5/19/2022 13:55,May-22,3/9/2022,Adoption,,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White
A857486,Leo,5/19/2022 14:47,May-22,5/19/2008,Return to Owner,,Dog,Intact Male,14 years,Chow Chow Mix,Red/White
A851457,Marty,5/19/2022 15:25,May-22,8/12/2019,Rto-Adopt,,Dog,Neutered Male,2 years,Pit Bull,Black/White
A612939,Chula,5/19/2022 17:08,May-22,10/27/2009,Adoption,Foster,Dog,Spayed Female,12 years,Pit Bull Mix,Brown/White
A857217,A857217,5/19/2022 17:26,May-22,2/26/2022,Adoption,,Dog,Spayed Female,2 months,Pit Bull,Brown/White
A856704,King,5/19/2022 18:18,May-22,11/6/2020,Adoption,,Dog,Neutered Male,1 year,Jack Russell Terrier,White
A855110,Hootchie Coo,5/20/2022 9:23,May-22,4/13/2020,Adoption,,Dog,Neutered Male,2 years,Anatol Shepherd Mix,Brown
A831597,Cinnamon,5/20/2022 9:48,May-22,3/30/2017,Transfer,Out State,Dog,Spayed Female,5 years,Chihuahua Shorthair,Chocolate/Tan
A855819,*Timon,5/20/2022 11:27,May-22,10/23/2020,Transfer,Out State,Dog,Neutered Male,1 year,German Shepherd/Anatol Shepherd,Brown
A857092,*Tina,5/20/2022 11:27,May-22,5/11/2020,Transfer,Out State,Dog,Intact Female,2 years,Australian Cattle Dog,Red/White
A847702,*Timber,5/20/2022 11:28,May-22,12/30/2018,Transfer,Out State,Dog,Spayed Female,3 years,German Shepherd Mix,Tan/Black
A853305,Juneboy,5/20/2022 11:28,May-22,3/16/2021,Transfer,Out State,Dog,Neutered Male,1 year,Pointer/Smooth Fox Terrier,White/Tan
A852833,*Riri,5/20/2022 11:29,May-22,3/8/2021,Transfer,Out State,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown Brindle
A856706,*Sir Teddy,5/20/2022 11:30,May-22,5/6/2020,Transfer,Out State,Dog,Intact Male,2 years,Chow Chow,Brown/Black
A856956,*Philomena,5/20/2022 11:31,May-22,10/10/2021,Transfer,Out State,Dog,Intact Female,7 months,Alaskan Husky,White/Black
A855718,Apollo,5/20/2022 11:32,May-22,4/22/2021,Transfer,Out State,Dog,Neutered Male,1 year,Australian Cattle Dog Mix,Tan/White
A857124,*Fuzz Lightyear,5/20/2022 11:32,May-22,5/12/2021,Transfer,Out State,Dog,Intact Male,1 year,Jack Russell Terrier Mix,White/Tricolor
A852559,*Inigo,5/20/2022 11:33,May-22,3/5/2022,Transfer,Out State,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Sable
A852560,*Fezzik,5/20/2022 11:33,May-22,3/5/2022,Transfer,Out State,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Black/Tan
A852563,*Buttercup,5/20/2022 11:34,May-22,3/5/2022,Transfer,Out State,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Tan/White
A856792,Hades,5/20/2022 11:38,May-22,5/8/2019,Adoption,,Dog,Neutered Male,3 years,Rottweiler,Black/Tan
A851797,*Frankie,5/20/2022 11:48,May-22,2/18/2019,Transfer,Out State,Dog,Spayed Female,3 years,German Shepherd Mix,Tan/Black
A819235,*Beijing,5/20/2022 11:48,May-22,6/24/2018,Transfer,Out State,Dog,Spayed Female,3 years,Pit Bull,Brown/White
A853207,Miami,5/20/2022 11:50,May-22,3/15/2017,Transfer,Out State,Dog,Spayed Female,5 years,Pit Bull,White/Brown
A776528,Raiden,5/20/2022 11:51,May-22,7/15/2017,Transfer,Out State,Dog,Neutered Male,4 years,Boxer Mix,White/Tan
A855008,*Bunny,5/20/2022 11:57,May-22,12/12/2021,Transfer,Out State,Dog,Intact Female,5 months,Great Pyrenees,White/Brown
A856854,Polo,5/20/2022 11:58,May-22,7/9/2021,Transfer,Out State,Dog,Neutered Male,10 months,Dachshund Mix,Tan
A855636,*Beckham,5/20/2022 11:58,May-22,2/6/2022,Transfer,Out State,Dog,Neutered Male,3 months,Pit Bull Mix,White/Black
A857213,*Lady Bird,5/20/2022 11:59,May-22,5/13/2018,Transfer,Out State,Dog,Intact Female,4 years,Chihuahua Shorthair Mix,Black/Brown
A857219,*Moon Pie,5/20/2022 12:00,May-22,7/13/2021,Transfer,Out State,Dog,Intact Male,10 months,German Shepherd,Black/Brown
A857250,*Waffles,5/20/2022 12:00,May-22,2/1/2022,Transfer,Out State,Dog,Intact Male,3 months,Chihuahua Shorthair Mix,Red/Black
A857202,*Shasta,5/20/2022 12:01,May-22,5/13/2021,Transfer,Out State,Dog,Intact Female,1 year,Bull Terrier,Black/White
A857431,*Harold,5/20/2022 12:01,May-22,3/8/2022,Transfer,Out State,Dog,Intact Male,2 months,Labrador Retriever Mix,Tricolor
A848185,Tarzan,5/20/2022 12:02,May-22,8/16/2015,Transfer,Out State,Dog,Neutered Male,6 years,Pit Bull,Brown/White
A810923,Woody,5/20/2022 12:02,May-22,12/22/2017,Transfer,Out State,Dog,Neutered Male,4 years,Labrador Retriever/Pit Bull,Black/White
A853893,*Calypso,5/20/2022 12:11,May-22,3/26/2020,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Brown Brindle/White
A856393,Molly,5/20/2022 12:55,May-22,5/2/2020,Adoption,Foster,Dog,Spayed Female,2 years,Labrador Retriever/Border Collie,White/Brown
A856874,Strider,5/20/2022 13:00,May-22,5/9/2021,Adoption,,Dog,Neutered Male,1 year,Anatol Shepherd,Tricolor
A787645,A787645,5/20/2022 13:02,May-22,9/21/2018,Adoption,,Dog,Spayed Female,3 years,Norfolk Terrier Mix,Brown/Black
A848000,Cola,5/20/2022 14:29,May-22,7/13/2020,Adoption,,Dog,Spayed Female,1 year,Boxer Mix,Black/White
A857309,Lobo,5/20/2022 15:04,May-22,5/14/2020,Adoption,,Dog,Neutered Male,2 years,German Shepherd,Black
A723273,Monty,5/20/2022 15:19,May-22,3/29/2015,Return to Owner,,Dog,Neutered Male,7 years,Pit Bull Mix,Red/White
A854503,*Chauncey,5/20/2022 15:20,May-22,4/5/2014,Euthanasia,Aggressive,Dog,Intact Male,8 years,Bulldog/Pit Bull,Tan/White
A856853,Jameson,5/20/2022 15:32,May-22,11/9/2021,Adoption,,Dog,Neutered Male,6 months,Black Mouth Cur Mix,Brown/Black
A856217,*Shelby,5/20/2022 15:51,May-22,10/30/2021,Transfer,Partner,Dog,Intact Female,6 months,Siberian Husky Mix,Brown/Black
A857629,,5/20/2022 15:56,May-22,3/3/2022,Transfer,Partner,Dog,Intact Male,2 months,Chihuahua Shorthair,Tricolor
A857630,,5/20/2022 15:57,May-22,5/18/2018,Transfer,Partner,Dog,Intact Female,4 years,Chihuahua Shorthair,Tricolor
A718482,*Rojo,5/20/2022 16:34,May-22,10/31/2015,Return to Owner,,Dog,Neutered Male,6 years,Labrador Retriever Mix,Red/Tan
A857690,,5/20/2022 18:21,May-22,12/25/2021,Rto-Adopt,,Dog,Neutered Male,4 months,Dalmatian,White
A857688,,5/20/2022 18:21,May-22,5/19/2020,Rto-Adopt,,Dog,Spayed Female,2 years,Dalmatian,White/Black
A842345,Avocado,5/20/2022 19:08,May-22,7/30/2021,Adoption,,Dog,Spayed Female,9 months,Labrador Retriever Mix,Black/White
A857207,A857207,5/20/2022 19:16,May-22,11/17/2021,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever Mix,Black/White
A853259,*Daffy,5/20/2022 21:15,May-22,3/15/2020,Adoption,,Dog,Spayed Female,2 years,Pit Bull,White/Brown
A856244,*Tiny,5/21/2022 12:06,May-22,1/15/2022,Adoption,,Dog,Neutered Male,4 months,Pit Bull Mix,Black/White
A761682,Scarlett,5/21/2022 13:54,May-22,3/10/2016,Return to Owner,,Dog,Spayed Female,6 years,Siberian Husky,Black/Buff
A857466,Harley,5/21/2022 14:17,May-22,9/1/2018,Return to Owner,,Dog,Spayed Female,3 years,Labrador Retriever Mix,Yellow
A857199,Juicy,5/21/2022 14:58,May-22,5/13/2020,Adoption,,Dog,Neutered Male,2 years,Catahoula Mix,Brown Merle
A808067,Jude,5/21/2022 15:14,May-22,11/3/2016,Adoption,,Dog,Neutered Male,5 years,Silky Terrier Mix,Gray/Tan
A856061,Killer,5/21/2022 15:49,May-22,4/27/2020,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Tan/White
A843069,Guero,5/21/2022 15:50,May-22,9/26/2019,Adoption,,Dog,Neutered Male,2 years,American Bulldog Mix,White
A857204,Athena,5/21/2022 17:10,May-22,2/13/2022,Adoption,,Dog,Spayed Female,3 months,German Shepherd Mix,Black/White
A854098,Maggie,5/21/2022 18:09,May-22,3/30/2020,Adoption,,Dog,Spayed Female,2 years,Anatol Shepherd/Labrador Retriever,Tan/Black
A857823,Bubbs,5/22/2022 15:36,May-22,5/22/2017,Return to Owner,Field,Dog,Intact Male,5 years,Pug,Black
A857718,,5/23/2022 10:20,May-22,5/19/2018,Euthanasia,Aggressive,Dog,Intact Male,4 years,Pit Bull Mix,Blue/White
A857717,,5/23/2022 10:20,May-22,5/19/2018,Euthanasia,Aggressive,Dog,Intact Male,4 years,Pit Bull Mix,Blue/White
A719837,Teddy,5/23/2022 11:03,May-22,1/28/2012,Adoption,Foster,Dog,Neutered Male,10 years,Labrador Retriever Mix,Brown/White
A854758,Dakota,5/23/2022 11:13,May-22,8/8/2021,Adoption,Foster,Dog,Spayed Female,9 months,German Shepherd,White/Cream
A853452,*Pelican,5/23/2022 11:20,May-22,3/19/2012,Adoption,Foster,Dog,Neutered Male,10 years,German Shepherd,Tan/Black
A857543,Lily,5/23/2022 11:28,May-22,12/18/2021,Adoption,,Dog,Spayed Female,5 months,Pit Bull,White/Gray
A855470,*Bug,5/23/2022 11:38,May-22,8/18/2021,Adoption,Foster,Dog,Neutered Male,9 months,Boxer/Labrador Retriever,White/Brown
A848419,Maya,5/23/2022 12:12,May-22,12/20/2020,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Blue/White
A857907,,5/23/2022 12:23,May-22,4/23/2022,Euthanasia,Suffering,Dog,Unknown,4 weeks,Chihuahua Shorthair,Tan
A857684,A857684,5/23/2022 12:27,May-22,5/19/2021,Transfer,Partner,Dog,Intact Male,1 year,Boxer,Red/White
A857482,,5/23/2022 12:51,May-22,11/17/2020,Transfer,Partner,Dog,Intact Male,1 year,Cairn Terrier,Tan
A857249,Jackson,5/23/2022 12:52,May-22,5/13/2016,Transfer,Partner,Dog,Neutered Male,6 years,Miniature Schnauzer,Gray
A856037,Gina,5/23/2022 13:15,May-22,4/27/2020,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Brown
A857908,Jacob,5/23/2022 13:20,May-22,5/23/2018,Return to Owner,Field,Dog,Intact Male,4 years,Siberian Husky,Black/White
A857799,A857799,5/23/2022 13:34,May-22,5/21/2020,Return to Owner,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White
A856537,*Steve-O,5/23/2022 14:29,May-22,3/4/2022,Adoption,,Dog,Intact Male,2 months,German Shepherd Mix,Brown Brindle/White
A857863,Sprout,5/23/2022 15:54,May-22,5/22/2020,Transfer,Partner,Dog,Intact Male,2 years,German Shepherd Mix,Tan
A857622,Athena,5/23/2022 16:03,May-22,3/3/2022,Adoption,,Dog,Spayed Female,2 months,Pit Bull Mix,Brown Brindle/White
A857027,*Cosmo,5/23/2022 16:28,May-22,1/11/2022,Adoption,,Dog,Neutered Male,4 months,Carolina Dog/German Shepherd,Tan
A857570,*Cricket,5/23/2022 16:52,May-22,3/18/2022,Adoption,,Dog,Spayed Female,2 months,Anatol Shepherd,Brown/Black
A857509,*Coco,5/23/2022 17:06,May-22,11/17/2021,Adoption,,Dog,Spayed Female,6 months,Labrador Retriever,Black/White
A857317,*Gabriel Garcia Marquez,5/23/2022 17:19,May-22,7/15/2021,Adoption,,Dog,Neutered Male,10 months,Pit Bull,Fawn/White
A857894,Venus,5/23/2022 17:56,May-22,12/23/2020,Return to Owner,,Dog,Intact Male,1 year,Siberian Husky,Black/White
A857599,Latte,5/23/2022 18:33,May-22,5/18/2020,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair,White/Tan
A857588,Daisy,5/23/2022 19:08,May-22,5/18/2020,Adoption,,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A856886,Stitch,5/23/2022 19:18,May-22,3/9/2022,Adoption,,Dog,Neutered Male,2 months,Border Collie Mix,Blue/White
A848187,*Penguin,5/24/2022 9:30,May-22,12/16/2017,Adoption,,Dog,Neutered Male,4 years,German Shepherd Mix,Black/Tan
A856387,*Leafwing,5/24/2022 10:43,May-22,3/2/2022,Transfer,Out State,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A856382,*Argus,5/24/2022 10:43,May-22,3/2/2022,Transfer,Out State,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tricolor/White
A856384,*Morpho,5/24/2022 10:45,May-22,3/2/2022,Transfer,Out State,Dog,Neutered Male,2 months,Labrador Retriever Mix,Sable/White
A856386,*Viceroy,5/24/2022 10:46,May-22,3/2/2022,Transfer,Out State,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan
A856383,*Skipper,5/24/2022 10:46,May-22,3/2/2022,Transfer,Out State,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan/White
A856391,*Lacewing,5/24/2022 10:46,May-22,3/2/2022,Transfer,Out State,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A856390,*Cloudywing,5/24/2022 10:48,May-22,3/2/2022,Transfer,Out State,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A856882,*Andromeda,5/24/2022 10:49,May-22,2/26/2022,Transfer,Out State,Dog,Spayed Female,2 months,Anatol Shepherd Mix,Black/White
A856871,*Oona,5/24/2022 10:49,May-22,2/22/2022,Transfer,Out State,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A856388,*Monarch,5/24/2022 10:49,May-22,3/2/2022,Transfer,Out State,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A856238,*Belladonna,5/24/2022 10:50,May-22,4/30/2021,Transfer,Out State,Dog,Spayed Female,1 year,Australian Kelpie/Labrador Retriever,Black
A856475,*Mindy,5/24/2022 10:50,May-22,11/27/2021,Transfer,Out State,Dog,Spayed Female,5 months,Boxer Mix,Red/White
A855948,*Minerva,5/24/2022 10:51,May-22,4/26/2021,Transfer,Out State,Dog,Spayed Female,1 year,Siberian Husky Mix,Black/White
A856977,*Felix,5/24/2022 10:55,May-22,11/10/2021,Transfer,Out State,Dog,Neutered Male,6 months,Border Collie Mix,Blue/White
A856291,*Ahsoka,5/24/2022 10:55,May-22,5/1/2020,Transfer,Out State,Dog,Spayed Female,2 years,Siberian Husky,Black/White
A846018,Beauty,5/24/2022 10:55,May-22,6/8/2020,Transfer,Out State,Dog,Spayed Female,1 year,Blue Lacy Mix,Black
A856653,*Cherie,5/24/2022 10:56,May-22,2/19/2022,Transfer,Out State,Dog,Spayed Female,3 months,German Shepherd/Australian Cattle Dog,Tricolor
A836544,Butter,5/24/2022 11:19,May-22,4/11/2021,Transfer,Out State,Dog,Spayed Female,1 year,Labrador Retriever,Yellow
A830106,Kiki,5/24/2022 11:19,May-22,3/2/2019,Transfer,Out State,Dog,Spayed Female,3 years,Pit Bull,White/Black
A848673,Max,5/24/2022 11:20,May-22,12/26/2019,Transfer,Out State,Dog,Neutered Male,2 years,Pit Bull,Black
A856180,*Ludo,5/24/2022 11:21,May-22,4/29/2020,Transfer,Out State,Dog,Neutered Male,2 years,Bernese Hound Mix,Tricolor
A857695,*Pepsi,5/24/2022 11:22,May-22,1/4/2022,Transfer,Out State,Dog,Intact Male,4 months,Labrador Retriever Mix,Chocolate/Tan
A857694,*Sprite,5/24/2022 11:23,May-22,1/4/2022,Transfer,Out State,Dog,Intact Male,4 months,Labrador Retriever Mix,Chocolate/Tan
A857693,*Topo Chico,5/24/2022 11:24,May-22,1/4/2022,Transfer,Out State,Dog,Intact Male,4 months,Labrador Retriever Mix,Chocolate/Tan
A857671,Icebear,5/24/2022 11:24,May-22,10/19/2021,Transfer,Out State,Dog,Intact Male,7 months,German Shepherd/Great Pyrenees,White
A858006,,5/24/2022 12:31,May-22,3/9/2022,Transfer,Partner,Dog,Intact Male,2 months,Labrador Retriever,Black
A858008,,5/24/2022 13:06,May-22,5/24/2019,Transfer,Partner,Dog,Intact Female,3 years,Pug,Tan
A857221,Bear,5/24/2022 15:30,May-22,12/13/2021,Adoption,,Dog,Neutered Male,5 months,Great Pyrenees Mix,White
A857707,Rocky,5/24/2022 16:19,May-22,5/19/2013,Adoption,,Dog,Neutered Male,9 years,Labrador Retriever Mix,Black/White
A857670,A857670,5/24/2022 17:21,May-22,3/4/2022,Adoption,,Dog,Spayed Female,2 months,Great Pyrenees Mix,White/Tricolor
A856356,Ruger,5/24/2022 17:35,May-22,12/2/2021,Adoption,,Dog,Neutered Male,5 months,Rottweiler/Plott Hound,Tricolor/Black
A856680,*Darby,5/24/2022 17:44,May-22,7/6/2021,Adoption,,Dog,Spayed Female,10 months,Pit Bull,Blue/White
A857274,*Juliet,5/24/2022 17:44,May-22,11/14/2020,Adoption,,Dog,Spayed Female,1 year,Pit Bull,Black/White
A721736,Lolli,5/24/2022 17:56,May-22,5/24/2004,Return to Owner,,Dog,Spayed Female,18 years,Shih Tzu Mix,White/Tan
A857712,Bella,5/24/2022 18:05,May-22,3/19/2022,Adoption,,Dog,Spayed Female,2 months,Siberian Husky Mix,Chocolate
A857558,Augustus,5/24/2022 19:09,May-22,5/18/2020,Adoption,,Dog,Neutered Male,2 years,Dachshund/Chihuahua Longhair,Chocolate/Tan
A856422,*Trelawney,5/24/2022 19:17,May-22,5/3/2020,Adoption,,Dog,Spayed Female,2 years,Pit Bull,Blue/White
A856806,*Jason,5/24/2022 19:23,May-22,10/8/2021,Adoption,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black/White
A844139,Moose,5/24/2022 19:29,May-22,10/12/2018,Adoption,,Dog,Neutered Male,3 years,Pit Bull,Black Brindle/White
A857960,Jerry,5/25/2022 10:40,May-22,5/23/2018,Transfer,Out State,Dog,Intact Female,4 years,Chihuahua Shorthair,Black/White
A857961,*Rocket,5/25/2022 10:40,May-22,3/23/2022,Transfer,Out State,Dog,Intact Male,2 months,Chihuahua Shorthair,Black/White
